Acme Widgets Ltd
Ledger Report: Mar:2022/23 to Jan:2024/25

	1000: Main Bank Account				GST	TC	Debit	Credit	Balance
1	DI	2024-12-01	2102[11071]	Green's Garden Depot: Widget Sales	0.00		0.00	365.48	7,816.67 DB
1	DI	2024-12-02	2103[213484]	Brown Suppliers: Widget Sales	0.00		0.00	96.54	7,720.13 DB
1	DI	2024-12-04	2104[1087]	Spring Cleaners Ltd: Widget Sales	0.00		0.00	265.11	7,455.02 DB
1	DI	2024-12-05	2106[1525]	The Winter Bakery: Widget Sales	0.00		0.00	232.79	7,222.23 DB
1	DI	2024-12-05	2105[1525]	The Winter Bakery: Widget Sales	0.00		0.00	206.24	7,015.99 DB
1	DI	2024-12-08	2107[10287]	Rose Tinted Optometrists: Widget Sales	0.00		0.00	291.52	6,724.47 DB
1	DI	2024-12-09	2108[211223]	Spring Cleaners Ltd: Widget Sales	0.00		0.00	287.22	6,437.25 DB
1	DI	2024-12-11	2109[11101]	Green's Garden Depot: Widget Sales	0.00		0.00	153.58	6,283.67 DB
1	DI	2024-12-11	2110[213511]	Brown Suppliers: Widget Sales	0.00		0.00	334.36	5,949.31 DB
1	DI	2024-12-13	2112[1079]	White Contractors: Widget Sales	0.00		0.00	203.48	5,745.83 DB
1	DI	2024-12-13	2111[1079]	White Contractors: Widget Sales	0.00		0.00	187.83	5,558.00 DB
1	DI	2024-12-14	2131[3422]	White Contractors: Widget Sales	0.00		0.00	273.02	5,284.98 DB
1	DI	2024-12-14	2113[3422]	White Contractors: Widget Sales	0.00		0.00	272.94	5,012.04 DB
1	DI	2024-12-17	2114[1037]	Summer Fashions: Widget Sales	0.00		0.00	207.97	4,804.07 DB
1	DI	2024-12-19	2115[10310]	Rose Tinted Optometrists: Widget Sales	0.00		0.00	121.32	4,682.75 DB
1	DI	2024-12-20	2117[211301]	Spring Cleaners Ltd: Widget Sales	0.00		0.00	134.73	4,548.02 DB
1	DI	2024-12-20	2118[11118]	Green's Garden Depot: Widget Sales	0.00		0.00	124.04	4,423.98 DB
1	DI	2024-12-20	2119[11118]	Green's Garden Depot: Widget Sales	0.00		0.00	178.81	4,245.17 DB
1	DI	2024-12-20	2116[213544]	Brown Suppliers: Widget Sales	0.00		0.00	322.84	3,922.33 DB
1	DI	2024-12-24	2120[213573]	Brown Suppliers: Widget Sales	0.00		0.00	253.23	3,669.10 DB
1	DI	2024-12-25	2121[3433]	White Contractors: Widget Sales	0.00		0.00	315.98	3,353.12 DB
1	DI	2024-12-25	2122[211370]	Spring Cleaners Ltd: Widget Sales	0.00		0.00	154.63	3,198.49 DB
1	DI	2024-12-25	2123[1089]	White Contractors: Widget Sales	0.00		0.00	61.64	3,136.85 DB
1	DI	2024-12-25	2124[211370]	Spring Cleaners Ltd: Widget Sales	0.00		0.00	240.71	2,896.14 DB
1	DI	2024-12-30	2125[10277]	Rose Tinted Optometrists: Widget Sales	0.00		0.00	323.82	2,572.32 DB

	1400: GST Paid				GST	TC	Debit	Credit	Balance
				Opening Balance					0.00 DB
1	CI	2024-01-01	04[11025]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	315.34	0.00	315.34 DB
1	CP	2024-01-01	AP	Newton Properties: G @ 15.0000%	0.00	G	272.38	0.00	587.72 DB
1	CI	2024-01-01	01[1652]	Newton Stationers: G @ 15.0000%	0.00	G	4.77	0.00	592.49 DB
1	CI	2024-01-01	02[AP]	Newton Properties: G @ 15.0000%	0.00	G	80.71	0.00	673.20 DB
1	CI	2024-01-01	03[11025]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	508.36	0.00	1,181.56 DB
1	CP	2024-01-02	100201	Dymocks: G @ 15.0000%	0.00	G	11.74	0.00	1,193.30 DB
1	CP	2024-01-08	100202	Newton Superette: G @ 15.0000%	0.00	G	3.30	0.00	1,196.60 DB
1	CI	2024-01-12	05[356787]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	1,224.33 DB
1	CI	2024-01-15	06[1652]	Newton Stationers: G @ 15.0000%	0.00	G	6.60	0.00	1,230.93 DB
1	CI	2024-01-16	07[1228365]	Newton Power: G @ 15.0000%	0.00	G	15.01	0.00	1,245.94 DB
1	CP	2024-01-18	100204	Dymocks: G @ 15.0000%	0.00	G	3.67	0.00	1,249.61 DB
1	CP	2024-01-20	AP	Newton Power & Light: G @ 15.0000%	0.00	G	18.92	0.00	1,268.53 DB
1	CP	2024-01-20	100205	Newton Council: G @ 15.0000%	0.00	G	110.05	0.00	1,378.58 DB
1	CP	2024-01-20	100214	Western Widgets: G @ 15.0000%	0.00	G	687.08	0.00	2,065.66 DB
1	CP	2024-01-20	100213	Widgets International: G @ 15.0000%	0.00	G	1,861.30	0.00	3,926.96 DB
1	CP	2024-01-20	100212	Newton Distributors: G @ 15.0000%	0.00	G	1,240.86	0.00	5,167.82 DB
1	CP	2024-01-20	100211	Newton Garden Restaurant: G @ 15.0000%	0.00	G	9.65	0.00	5,177.47 DB
1	CP	2024-01-20	100210	Post Haste: G @ 15.0000%	0.00	G	8.88	0.00	5,186.35 DB
1	CP	2024-01-20	100209	Newton Transport: G @ 15.0000%	0.00	G	19.91	0.00	5,206.26 DB
1	CP	2024-01-20	100208	Telecom: G @ 15.0000%	0.00	G	66.88	0.00	5,273.14 DB
1	CP	2024-01-20	100207	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	5,361.18 DB
1	CP	2024-01-20	100206	Newton Standard: G @ 15.0000%	0.00	G	183.42	0.00	5,544.60 DB
1	CP	2024-01-20	AP	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	5,556.17 DB
1	CI	2024-01-20	08[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	5,567.18 DB
1	CP	2024-01-22	100215	Newton Superette: G @ 15.0000%	0.00	G	2.93	0.00	5,570.11 DB
1	CI	2024-01-24	09	Telecom Newton: G @ 15.0000%	0.00	G	20.45	0.00	5,590.56 DB
1	CI	2024-01-30	11[103247]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.82	0.00	5,595.38 DB
1	CI	2024-02-01	12[AP]	Newton Properties: G @ 15.0000%	0.00	G	80.71	0.00	5,676.09 DB
1	CP	2024-02-01	AP	Newton Properties: G @ 15.0000%	0.00	G	272.38	0.00	5,948.47 DB
1	CI	2024-02-01	14[11056]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	276.75	0.00	6,225.22 DB
1	CI	2024-02-01	13[11058]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	408.10	0.00	6,633.32 DB
1	CI	2024-02-03	15[1652]	Newton Stationers: G @ 15.0000%	0.00	G	4.77	0.00	6,638.09 DB
1	CP	2024-02-04	100217	Newton Stationers: G @ 15.0000%	0.00	G	4.92	0.00	6,643.01 DB
1	CP	2024-02-07	100218	Newton Superette: G @ 15.0000%	0.00	G	3.12	0.00	6,646.13 DB
1	CI	2024-02-10	16[382157]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	6,673.86 DB
1	CP	2024-02-11	100220	Newton Stationers: G @ 15.0000%	0.00	G	2.13	0.00	6,675.99 DB
1	CI	2024-02-18	17[1308403]	Newton Power: G @ 15.0000%	0.00	G	14.86	0.00	6,690.85 DB
1	CP	2024-02-20	100222	Newton Standard: G @ 15.0000%	0.00	G	528.26	0.00	7,219.11 DB
1	CP	2024-02-20	AP	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	7,230.68 DB
1	CP	2024-02-20	AP	Newton Power & Light: G @ 15.0000%	0.00	G	19.91	0.00	7,250.59 DB
1	CP	2024-02-20	100221	Newton Superette: G @ 15.0000%	0.00	G	2.79	0.00	7,253.38 DB
1	CP	2024-02-20	100231	Newton Insurance Brokers: G @ 15.0000%	0.00	G	272.05	0.00	7,525.43 DB
1	CP	2024-02-20	100230	Western Widgets: G @ 15.0000%	0.00	G	405.62	0.00	7,931.05 DB
1	CP	2024-02-20	100229	Widgets International: G @ 15.0000%	0.00	G	1,661.34	0.00	9,592.39 DB
1	CP	2024-02-20	100228	Newton Distributors: G @ 15.0000%	0.00	G	1,107.56	0.00	10,699.95 DB
1	CP	2024-02-20	100227	Newton Standard: G @ 15.0000%	0.00	G	6.60	0.00	10,706.55 DB
1	CP	2024-02-20	100226	Post Haste: G @ 15.0000%	0.00	G	5.25	0.00	10,711.80 DB
1	CP	2024-02-20	100225	Newton Transport: G @ 15.0000%	0.00	G	22.11	0.00	10,733.91 DB
1	CP	2024-02-20	100224	Telecom: G @ 15.0000%	0.00	G	62.91	0.00	10,796.82 DB
1	CP	2024-02-20	100223	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	10,884.86 DB
1	CI	2024-02-20	18[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	10,895.87 DB
1	CI	2024-02-23	19	Telecom Newton: G @ 15.0000%	0.00	G	22.05	0.00	10,917.92 DB
1	CI	2024-02-24	20[394627]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	10,945.65 DB
1	CP	2024-02-28	100234	Widget Machines: G @ 15.0000%	0.00	G	1,246.55	0.00	12,192.20 DB
1	CI	2024-02-28	21[116172]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.09	0.00	12,196.29 DB
1	CP	2024-02-28	100233	Dymocks: G @ 15.0000%	0.00	G	7.41	0.00	12,203.70 DB
1	CI	2024-03-01	22[AP]	Newton Properties: G @ 15.0000%	0.00	G	80.71	0.00	12,284.41 DB
1	CI	2024-03-01	23[11075]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	488.37	0.00	12,772.78 DB
1	CI	2024-03-01	24[11084]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	114.83	0.00	12,887.61 DB
1	CP	2024-03-03	AP	Newton Properties: G @ 15.0000%	0.00	G	272.38	0.00	13,159.99 DB
1	CI	2024-03-05	25[1652]	Newton Stationers: G @ 15.0000%	0.00	G	5.13	0.00	13,165.12 DB
1	CP	2024-03-06	100235	Newton Superette: G @ 15.0000%	0.00	G	3.30	0.00	13,168.42 DB
1	CI	2024-03-07	26[407363]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	13,196.15 DB
1	CP	2024-03-14	100237	Newton Mechanical: G @ 15.0000%	0.00	G	128.36	0.00	13,324.51 DB
1	CP	2024-03-15	100238	Dymocks: G @ 15.0000%	0.00	G	7.33	0.00	13,331.84 DB
1	CI	2024-03-16	27[1388824]	Newton Power: G @ 15.0000%	0.00	G	15.45	0.00	13,347.29 DB
1	CI	2024-03-20	28	Telecom Newton: G @ 15.0000%	0.00	G	19.56	0.00	13,366.85 DB
1	CI	2024-03-20	29[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	13,377.86 DB
1	CP	2024-03-20	100239	Newton Superette: G @ 15.0000%	0.00	G	2.93	0.00	13,380.79 DB
1	CI	2024-03-21	30[419411]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	13,408.52 DB
1	CP	2024-03-22	100241	Newton Council: G @ 15.0000%	0.00	G	110.05	0.00	13,518.57 DB
1	CP	2024-03-22	100249	Western Widgets: G @ 15.0000%	0.00	G	488.19	0.00	14,006.76 DB
1	CP	2024-03-22	100248	Widgets International: G @ 15.0000%	0.00	G	2,105.81	0.00	16,112.57 DB
1	CP	2024-03-22	100247	Newton Distributors: G @ 15.0000%	0.00	G	1,403.87	0.00	17,516.44 DB
1	CP	2024-03-22	100246	Post Haste: G @ 15.0000%	0.00	G	10.34	0.00	17,526.78 DB
1	CP	2024-03-22	100245	Newton Transport: G @ 15.0000%	0.00	G	17.75	0.00	17,544.53 DB
1	CP	2024-03-22	100244	Telecom: G @ 15.0000%	0.00	G	67.63	0.00	17,612.16 DB
1	CP	2024-03-22	100243	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	17,700.20 DB
1	CP	2024-03-22	100242	Newton Standard: G @ 15.0000%	0.00	G	733.70	0.00	18,433.90 DB
1	CP	2024-03-22	AP	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	18,445.47 DB
1	CP	2024-03-22	AP	Newton Power & Light: G @ 15.0000%	0.00	G	16.25	0.00	18,461.72 DB
1	CI	2024-03-28	31[128861]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.68	0.00	18,466.40 DB
1	CP	2024-04-01	AP	Newton Properties: G @ 15.0000%	0.00	G	272.38	0.00	18,738.78 DB
1	CI	2024-04-01	32[AP]	Newton Properties: G @ 15.0000%	0.00	G	80.71	0.00	18,819.49 DB
1	CI	2024-04-01	33[11100]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	323.16	0.00	19,142.65 DB
1	CI	2024-04-01	34[11108]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	138.59	0.00	19,281.24 DB
1	CP	2024-04-05	100251	Newton Superette: G @ 15.0000%	0.00	G	3.12	0.00	19,284.36 DB
1	CI	2024-04-05	35[432161]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	19,312.09 DB
1	CP	2024-04-13	100252	Newton Stationers: G @ 15.0000%	0.00	G	9.10	0.00	19,321.19 DB
1	CP	2024-04-13	100253	Newton Superette: G @ 15.0000%	0.00	G	2.79	0.00	19,323.98 DB
1	CI	2024-04-13	36[1652]	Newton Stationers: G @ 15.0000%	0.00	G	6.05	0.00	19,330.03 DB
1	CP	2024-04-15	100254	Newton Computers: G @ 15.0000%	0.00	G	432.88	0.00	19,762.91 DB
1	CI	2024-04-18	37[1469606]	Newton Power: G @ 15.0000%	0.00	G	13.98	0.00	19,776.89 DB
1	CI	2024-04-19	38[444410]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	19,804.62 DB
1	CP	2024-04-20	AP	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	19,816.19 DB
1	CP	2024-04-20	100265	Western Widgets: G @ 15.0000%	0.00	G	1,523.55	0.00	21,339.74 DB
1	CP	2024-04-20	100264	Widgets International: G @ 15.0000%	0.00	G	2,747.03	0.00	24,086.77 DB
1	CP	2024-04-20	100262	Australasian Widget's Association: G @ 15.0000%	0.00	G	146.01	0.00	24,232.78 DB
1	CP	2024-04-20	100261	Post Haste: G @ 15.0000%	0.00	G	6.73	0.00	24,239.51 DB
1	CP	2024-04-20	100260	Newton Transport: G @ 15.0000%	0.00	G	30.92	0.00	24,270.43 DB
1	CP	2024-04-20	100259	Telecom: G @ 15.0000%	0.00	G	91.03	0.00	24,361.46 DB
1	CP	2024-04-20	100258	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	24,449.50 DB
1	CP	2024-04-20	100257	Newton Standard: G @ 15.0000%	0.00	G	733.70	0.00	25,183.20 DB
1	CP	2024-04-20	100256	Newton Standard: G @ 15.0000%	0.00	G	6.60	0.00	25,189.80 DB
1	CP	2024-04-20	AP	Newton Power & Light: G @ 15.0000%	0.00	G	22.15	0.00	25,211.95 DB
1	CI	2024-04-20	39[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	25,222.96 DB
1	CP	2024-04-22	100263	Newton Distributors: G @ 15.0000%	0.00	G	1,831.35	0.00	27,054.31 DB
1	CI	2024-04-25	40	Telecom Newton: G @ 15.0000%	0.00	G	23.50	0.00	27,077.81 DB
1	CP	2024-04-28	100266	Newton Superette: G @ 15.0000%	0.00	G	3.30	0.00	27,081.11 DB
1	CI	2024-04-30	41[141298]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.82	0.00	27,085.93 DB
1	CP	2024-04-30	100268	Dymocks: G @ 15.0000%	0.00	G	11.45	0.00	27,097.38 DB
1	CP	2024-05-01	AP	Newton Properties: G @ 15.0000%	0.00	G	272.38	0.00	27,369.76 DB
1	CI	2024-05-01	42[AP]	Newton Properties: G @ 15.0000%	0.00	G	80.71	0.00	27,450.47 DB
1	CI	2024-05-01	43[1652]	Newton Stationers: G @ 15.0000%	0.00	G	1.47	0.00	27,451.94 DB
1	CI	2024-05-01	44[11112]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	491.60	0.00	27,943.54 DB
1	CI	2024-05-01	45[11123]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	187.83	0.00	28,131.37 DB
1	CI	2024-05-02	46[456674]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	28,159.10 DB
1	CP	2024-05-08	100269	Newton Superette: G @ 15.0000%	0.00	G	2.93	0.00	28,162.03 DB
1	CI	2024-05-14	47[1652]	Newton Stationers: G @ 15.0000%	0.00	G	2.78	0.00	28,164.81 DB
1	CP	2024-05-15	100271	Newton Superette: G @ 15.0000%	0.00	G	3.04	0.00	28,167.85 DB
1	CI	2024-05-15	48[1549733]	Newton Power: G @ 15.0000%	0.00	G	18.09	0.00	28,185.94 DB
1	CI	2024-05-16	49[468925]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	28,213.67 DB
1	CI	2024-05-19	50	Telecom Newton: G @ 15.0000%	0.00	G	20.54	0.00	28,234.21 DB
1	CP	2024-05-20	100279	Newton Distributors: G @ 15.0000%	0.00	G	615.61	0.00	28,849.82 DB
1	CP	2024-05-20	100280	Widgets International: G @ 15.0000%	0.00	G	923.42	0.00	29,773.24 DB
1	CP	2024-05-20	100281	Western Widgets: G @ 15.0000%	0.00	G	221.72	0.00	29,994.96 DB
1	CP	2024-05-20	100275	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	30,083.00 DB
1	CP	2024-05-20	100274	Newton Standard: G @ 15.0000%	0.00	G	352.17	0.00	30,435.17 DB
1	CP	2024-05-20	100273	Newton Council: G @ 15.0000%	0.00	G	110.05	0.00	30,545.22 DB
1	CP	2024-05-20	100272	Newton Stationers: G @ 15.0000%	0.00	G	1.87	0.00	30,547.09 DB
1	CP	2024-05-20	AP	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	30,558.66 DB
1	CP	2024-05-20	AP	Newton Power & Light: G @ 15.0000%	0.00	G	21.42	0.00	30,580.08 DB
1	CP	2024-05-20	100278	Post Haste: G @ 15.0000%	0.00	G	4.43	0.00	30,584.51 DB
1	CI	2024-05-20	51[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	30,595.52 DB
1	CP	2024-05-20	100277	Newton Transport: G @ 15.0000%	0.00	G	16.18	0.00	30,611.70 DB
1	CP	2024-05-20	100276	Telecom: G @ 15.0000%	0.00	G	55.83	0.00	30,667.53 DB
1	CP	2024-05-28	100283	Newton Superette: G @ 15.0000%	0.00	G	2.79	0.00	30,670.32 DB
1	CI	2024-05-30	52[481292]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	30,698.05 DB
1	CI	2024-05-30	53[153527]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.53	0.00	30,702.58 DB
1	CI	2024-05-31	97[1652]	Newton Stationers: G @ 15.0000%	0.00	G	4.77	0.00	30,707.35 DB
1	JN	2024-05-31	JN000001	Tax Code: G	0.00		0.00	31,531.05	823.70 CR
1	CI	2024-05-31	95[11025]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	508.36	0.00	315.34 CR
1	CI	2024-05-31	94[11025]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	315.34	0.00	0.00 DB
1	CP	2024-06-01	100455	Dymocks: G @ 15.0000%	0.00	G	11.74	0.00	11.74 DB
1	CP	2024-06-01	AP	Newton Properties: G @ 15.0000%	0.00	G	586.96	0.00	598.70 DB
1	CP	2024-06-07	100456	Newton Superette: G @ 15.0000%	0.00	G	3.30	0.00	602.00 DB
1	CI	2024-06-11	98[356787]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	629.73 DB
1	CI	2024-06-14	99[1652]	Newton Stationers: G @ 15.0000%	0.00	G	6.60	0.00	636.33 DB
1	CI	2024-06-15	100[1228365]	Newton Power: G @ 15.0000%	0.00	G	15.01	0.00	651.34 DB
1	CP	2024-06-17	100458	Dymocks: G @ 15.0000%	0.00	G	3.67	0.00	655.01 DB
1	CP	2024-06-19	100466	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	743.05 DB
1	CP	2024-06-19	100465	Telecom: G @ 15.0000%	0.00	G	66.88	0.00	809.93 DB
1	CP	2024-06-19	100464	Newton Transport: G @ 15.0000%	0.00	G	19.91	0.00	829.84 DB
1	CP	2024-06-19	100459	Widget World: G @ 15.0000%	0.00	G	687.08	0.00	1,516.92 DB
1	CP	2024-06-19	100462	Newton Garden Restaurant: G @ 15.0000%	0.00	G	9.65	0.00	1,526.57 DB
1	CI	2024-06-19	101[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	1,537.58 DB
1	CP	2024-06-19	100463	Post Haste: G @ 15.0000%	0.00	G	8.88	0.00	1,546.46 DB
1	CP	2024-06-19	100460	Widget International Review: G @ 15.0000%	0.00	G	1,861.30	0.00	3,407.76 DB
1	CP	2024-06-19	100461	Newton Gazette: G @ 15.0000%	0.00	G	1,240.86	0.00	4,648.62 DB
1	CP	2024-06-19	100470	Newton Power & Light: G @ 15.0000%	0.00	G	18.92	0.00	4,667.54 DB
1	CP	2024-06-19	100469	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	4,679.11 DB
1	CP	2024-06-19	100468	Newton Council: G @ 15.0000%	0.00	G	110.05	0.00	4,789.16 DB
1	CP	2024-06-19	100467	Newton Standard: G @ 15.0000%	0.00	G	183.42	0.00	4,972.58 DB
1	CP	2024-06-21	100471	Newton Superette: G @ 15.0000%	0.00	G	2.93	0.00	4,975.51 DB
1	CI	2024-06-23	102	Telecom Newton: G @ 15.0000%	0.00	G	20.45	0.00	4,995.96 DB
1	CI	2024-06-29	104[103247]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.82	0.00	5,000.78 DB
1	CI	2024-07-01	106[11058]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	408.10	0.00	5,408.88 DB
1	CP	2024-07-01	AP	Newton Properties: G @ 15.0000%	0.00	G	586.96	0.00	5,995.84 DB
1	CI	2024-07-01	107[11056]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	276.75	0.00	6,272.59 DB
1	CI	2024-07-03	108[1652]	Newton Stationers: G @ 15.0000%	0.00	G	4.77	0.00	6,277.36 DB
1	CP	2024-07-04	100476	Newton Stationers: G @ 15.0000%	0.00	G	4.92	0.00	6,282.28 DB
1	CP	2024-07-07	100478	Newton Superette: G @ 15.0000%	0.00	G	3.12	0.00	6,285.40 DB
1	CI	2024-07-10	109[382157]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	6,313.13 DB
1	CP	2024-07-11	100479	Newton Stationers: G @ 15.0000%	0.00	G	2.13	0.00	6,315.26 DB
1	CI	2024-07-18	110[1308403]	Newton Power: G @ 15.0000%	0.00	G	14.86	0.00	6,330.12 DB
1	CP	2024-07-20	100481	Widget World: G @ 15.0000%	0.00	G	405.62	0.00	6,735.74 DB
1	CP	2024-07-20	100483	Newton Gazette: G @ 15.0000%	0.00	G	1,107.56	0.00	7,843.30 DB
1	CP	2024-07-20	100482	Widget International Review: G @ 15.0000%	0.00	G	1,661.34	0.00	9,504.64 DB
1	CP	2024-07-20	100485	Post Haste: G @ 15.0000%	0.00	G	5.25	0.00	9,509.89 DB
1	CP	2024-07-20	100486	Newton Transport: G @ 15.0000%	0.00	G	22.11	0.00	9,532.00 DB
1	CP	2024-07-20	100487	Telecom: G @ 15.0000%	0.00	G	62.91	0.00	9,594.91 DB
1	CP	2024-07-20	100488	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	9,682.95 DB
1	CP	2024-07-20	100489	Newton Standard: G @ 15.0000%	0.00	G	528.26	0.00	10,211.21 DB
1	CP	2024-07-20	100490	Newton Superette: G @ 15.0000%	0.00	G	2.79	0.00	10,214.00 DB
1	CP	2024-07-20	100491	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	10,225.57 DB
1	CP	2024-07-20	100492	Newton Power & Light: G @ 15.0000%	0.00	G	19.91	0.00	10,245.48 DB
1	CI	2024-07-20	111[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	10,256.49 DB
1	CP	2024-07-20	100480	Newton Insurance Brokers: G @ 15.0000%	0.00	G	272.05	0.00	10,528.54 DB
1	CP	2024-07-20	100484	Newton Standard: G @ 15.0000%	0.00	G	6.60	0.00	10,535.14 DB
1	CI	2024-07-23	112	Telecom Newton: G @ 15.0000%	0.00	G	22.05	0.00	10,557.19 DB
1	CI	2024-07-24	113[394627]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	10,584.92 DB
1	CP	2024-07-28	100495	Widget Machines: G @ 15.0000%	0.00	G	1,246.55	0.00	11,831.47 DB
1	CI	2024-07-28	114[116172]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.09	0.00	11,835.56 DB
1	CP	2024-07-28	100496	Dymocks: G @ 15.0000%	0.00	G	7.41	0.00	11,842.97 DB
1	CI	2024-07-29	116[11075]	Beetle Suppliers Limited: G @ 15.0000%	0.00	G	488.37	0.00	12,331.34 DB
1	CI	2024-07-29	117[11084]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	114.83	0.00	12,446.17 DB
1	JN	2024-07-31	JN000002	Tax Code: G	0.00		0.00	12,446.17	0.00 DB
1	CP	2024-08-01	AP	Newton Properties: G @ 15.0000%	0.00	G	586.96	0.00	586.96 DB
1	CI	2024-08-02	118[1652]	Newton Stationers: G @ 15.0000%	0.00	G	5.13	0.00	592.09 DB
1	CP	2024-08-03	100499	Newton Superette: G @ 15.0000%	0.00	G	3.30	0.00	595.39 DB
1	CI	2024-08-04	119[407363]	Newton Herald: G @ 15.0000%	0.00	G	27.73	0.00	623.12 DB
1	CP	2024-08-11	100501	Newton Mechanical: G @ 15.0000%	0.00	G	128.36	0.00	751.48 DB
1	CP	2024-08-12	100502	Dymocks: G @ 15.0000%	0.00	G	7.33	0.00	758.81 DB
1	CI	2024-08-13	120[1388824]	Newton Power: G @ 15.0000%	0.00	G	15.45	0.00	774.26 DB
1	CI	2024-08-17	121	Telecom Newton: G @ 15.0000%	0.00	G	19.56	0.00	793.82 DB
1	CI	2024-08-17	122[AP]	Canon Photocopiers: G @ 15.0000%	0.00	G	11.01	0.00	804.83 DB
1	CP	2024-08-17	100503	Newton Superette: G @ 15.0000%	0.00	G	2.93	0.00	807.76 DB
1	CP	2024-08-19	100505	Widget World: G @ 15.0000%	0.00	G	488.19	0.00	1,295.95 DB
1	CP	2024-08-19	100511	Radio Newton: G @ 15.0000%	0.00	G	88.04	0.00	1,383.99 DB
1	CP	2024-08-19	100508	Post Haste: G @ 15.0000%	0.00	G	10.34	0.00	1,394.33 DB
1	CP	2024-08-19	100509	Newton Transport: G @ 15.0000%	0.00	G	17.75	0.00	1,412.08 DB
1	CP	2024-08-19	100510	Telecom: G @ 15.0000%	0.00	G	67.63	0.00	1,479.71 DB
1	CP	2024-08-19	100512	Newton Standard: G @ 15.0000%	0.00	G	733.70	0.00	2,213.41 DB
1	CP	2024-08-19	100513	Newton Council: G @ 15.0000%	0.00	G	110.05	0.00	2,323.46 DB
1	CP	2024-08-19	100514	Newton Office Services: G @ 15.0000%	0.00	G	11.57	0.00	2,335.03 DB
1	CP	2024-08-19	100515	Newton Power & Light: G @ 15.0000%	0.00	G	16.25	0.00	2,351.28 DB
1	CP	2024-08-19	100507	Newton Gazette: G @ 15.0000%	0.00	G	1,403.87	0.00	3,755.15 DB
1	CP	2024-08-19	100506	Widget International Review: G @ 15.0000%	0.00	G	2,105.81	0.00	5,860.96 DB
1	CI	2024-08-25	124[128861]	Canon Photocopiers: G @ 15.0000%	0.00	G	4.68	0.00	5,865.64 DB
1	CI	2024-08-29	137[11108]	Casbah Suppliers Int: G @ 15.0000%	0.00	G	138.59	0.00	6,004.23 DB
